original ID,Individual recoded,Trial,Box,Box recoded,Family (old),Family NEW,Donor (D) / Receptor (R),Weight start (g),Weight  end or death (g),Description of symptoms,Day of first symptoms,Day of death,parasites,Donor (D) / Receptor (R),Donor fam,Family combinations,Original sire ID,Sire_rec,Original sire ID,Dam_rec,Sex,Genotype,Weight start (g),Weight category,Description of symptoms,Ascite,Belly up,Color change,Haemorragia,Depigmentation,Erratic swimming,Wound,Day start to end (resilience),Days onset symptoms (susceptibility),Days onset to death (tolerance) ,Removed (yes/no),"Resilience (0 dead/UC, 1 survive/C)","Resistance (0 dead/UC, 1 survive/C)","Tolerance (0 dead/UC, 1 survive/C)"
121,121,1,5,5,20,20,R,27.2,38.2,color change,2014-12-08,2014-12-19,YES,R,23,5,FB-Y-145,1,FB-X-356,10,Male,Yes,27.2,2,color change,,,x,,,,,78,67,11,no,0,0,0
122,122,1,5,5,20,20,R,49.8,32.8,exophthalmia,2014-11-05,2014-11-05,YES,R,23,5,FB-Y-145,1,FB-X-356,10,Male,Yes,49.8,6,exophthalmia,,,,,,x,,34,34,0,no,0,0,0
123,123,1,5,5,20,20,R,43.6,49.2,NA,NA,2014-12-23,YES,R,23,5,FB-Y-145,1,FB-X-356,10,Female,Yes,43.6,5,NA,,,,,,,,82,NA,NA,no,0,no,no
124,124,1,5,5,20,20,R,32.5,48.5,exophthalmia,2014-11-08,2014-12-02,YES,R,23,5,FB-Y-145,1,FB-X-356,10,Female,Yes,32.5,3,exophthalmia,,,,,,x,,61,37,24,no,0,0,0
125,125,1,5,5,20,20,R,20,24.8,NA,NA,2014-12-19,YES,R,23,5,FB-Y-145,1,FB-X-356,10,Female,Yes,20,1,NA,,,,,,,,78,NA,NA,no,0,no,no
126,126,1,6,6,23,23,D,31.9,32.4,NA,NA,2014-10-07,YES,D,D,6,FB-Y-94,27,FB-X-180,25,NA,Yes,31.9,3,NA,,,,,,,,5,NA,NA,no,no,no,no
127,127,1,6,6,23,23,D,37,35,color change,2014-10-05,2014-10-08,YES,D,D,6,FB-Y-94,27,FB-X-180,25,NA,Yes,37,4,color change,,,x,,,,,6,3,3,no,0,0,0
128,128,1,6,6,23,23,D,38,37.1,Ascite+ fish colour darken,2014-10-07,2014-10-07,YES,D,D,6,FB-Y-94,27,FB-X-180,25,NA,Yes,38,4,Ascite+ fish colour darken,x,,x,,,,,5,5,0,no,0,0,0
129,129,1,6,6,23,23,D,30.5,30.2,color change,2014-10-06,2014-10-07,YES,D,D,6,FB-Y-94,27,FB-X-180,25,NA,Yes,30.5,3,color change,,,x,,,,,5,4,1,no,0,0,0
130,130,1,6,6,23,23,D,26.7,26.5,exophthalmia,2014-10-05,2014-10-07,YES,D,D,6,FB-Y-94,27,FB-X-180,25,NA,Yes,26.7,2,exophthalmia,,,,,,x,,5,3,2,no,0,0,0
131,131,1,6,6,10,10,R,45.4,59.6,belly up,2014-11-03,2014-11-18,YES,R,23,6,FB-Y-89,24,FB-X-168,18,Female,Yes,45.4,5,belly up,,x,,,,,,47,32,15,no,0,0,0
132,132,1,6,6,10,10,R,33.2,47.2,NA,NA,2014-11-11,YES,R,23,6,FB-Y-89,24,FB-X-168,18,Male,Yes,33.2,3,NA,,,,,,,,40,NA,NA,no,0,no,no
133,133,1,6,6,10,10,R,41.6,49.7,exophthalmia,2014-10-13,2014-11-04,YES,R,23,6,FB-Y-89,24,FB-X-168,18,Male,Yes,41.6,5,exophthalmia,,,,,,x,,33,11,22,no,0,0,0
134,134,1,6,6,10,10,R,57.4,60.5,haemorrhage in pectoral fin,2014-10-14,2014-11-11,YES,R,23,6,FB-Y-89,24,FB-X-168,18,Male,Yes,57.4,6,haemorrhage in pectoral fin,,,,x,,,,40,12,28,no,0,0,0
135,135,1,6,6,10,10,R,28.4,29.4,wound in the head,2014-11-10,2014-11-11,YES,R,23,6,FB-Y-89,24,FB-X-168,18,Female,Yes,28.4,2,wound in the head,,,,,,,x,40,39,1,no,0,0,0
136,136,1,6,6,8,8,R,57.6,56.2,wound in the fin labeled,2014-11-06,2014-11-09,YES,R,23,6,FB-Y-162,7,FB-X-186,13,Male,Yes,57.6,6,wound in the fin labeled,,,,,,,x,38,35,3,no,0,0,0
137,137,1,6,6,8,8,R,54.6,50.1,color change,2014-10-27,2014-11-04,YES,R,23,6,FB-Y-162,7,FB-X-186,13,Male,Yes,54.6,6,color change,,,x,,,,,33,25,8,no,0,0,0
138,138,1,6,6,8,8,R,54,43.8,exophthalmia,2014-10-18,2014-11-12,YES,R,23,6,FB-Y-162,7,FB-X-186,13,Female,Yes,54,6,exophthalmia,,,,,,x,,41,16,25,no,0,0,0
139,139,1,6,6,8,8,R,50.8,99,haemorrhage in pectoral fin,2014-11-26,2015-01-14,Slaughtered,R,23,6,FB-Y-162,7,FB-X-186,13,Female,Yes,50.8,6,haemorrhage in pectoral fin,,,,x,,,,104,55,49,no,1,0,1
140,140,1,6,6,8,8,R,56.2,48.9,color change,2014-11-06,2014-11-12,YES,R,23,6,FB-Y-162,7,FB-X-186,13,Male,Yes,56.2,6,color change,,,x,,,,,41,35,6,no,0,0,0
141,141,1,6,6,33,33,R,41.5,65.1,NA,NA,2014-10-26,YES,R,23,6,FB-Y-146,2,FB-X-351,9,Female,Yes,41.5,5,NA,,,,,,,,24,NA,NA,no,0,no,no
142,142,1,6,6,33,33,R,41.6,54.9,wound in the fin labeled,2014-11-19,2014-11-24,YES,R,23,6,FB-Y-146,2,FB-X-351,9,Male,Yes,41.6,5,wound in the fin labeled,,,,,,,x,53,48,5,no,0,0,0
143,143,1,6,6,33,33,R,48.1,42.1,wound in the mouth,2014-10-23,2014-10-26,YES,R,23,6,FB-Y-146,2,FB-X-351,9,Female,Yes,48.1,6,wound in the mouth,,,,,,,x,24,21,3,no,0,0,0
144,144,1,6,6,33,33,R,33.2,96.5,NA,NA,2015-01-14,Slaughtered,R,23,6,FB-Y-146,2,FB-X-351,9,Female,Yes,33.2,3,NA,,,,,,,,104,104,NA,no,1,1,no
145,145,1,6,6,33,33,R,43.9,90,NA,NA,2015-01-14,Slaughtered,R,23,6,FB-Y-146,2,FB-X-351,9,Female,Yes,43.9,5,NA,,,,,,,,104,104,NA,no,1,1,no
146,146,1,6,6,32,32,R,20.6,57.8,NA,NA,2015-01-14,Slaughtered,R,23,6,FB-Y-87,22,FB-X-230,21,Male,Yes,20.6,1,NA,,,,,,,,104,104,NA,no,1,1,no
147,147,1,6,6,32,32,R,40.3,52.7,exophthalmia,2014-11-13,2014-11-25,YES,R,23,6,FB-Y-87,22,FB-X-230,21,Female,Yes,40.3,5,exophthalmia,,,,,,x,,54,42,12,no,0,0,0
148,148,1,6,6,32,32,R,24.1,35.6,exophthalmia,2014-11-13,2014-11-25,YES,R,23,6,FB-Y-87,22,FB-X-230,21,Male,Yes,24.1,1,exophthalmia,,,,,,x,,54,42,12,no,0,0,0
149,149,1,6,6,32,32,R,25.9,34.1,exophthalmia,2014-11-12,2014-11-14,YES,R,23,6,FB-Y-87,22,FB-X-230,21,Male,Yes,25.9,2,exophthalmia,,,,,,x,,43,41,2,no,0,0,0
150,150,1,6,6,32,32,R,20.9,14.3,belly up,2014-10-05,2014-10-06,YES,R,23,6,FB-Y-87,22,FB-X-230,21,Male,Yes,20.9,1,belly up,,x,,,,,,4,3,1,no,0,0,0
151,151,1,7,7,23,23,D,24.4,23.9,color change,2014-10-05,2014-10-10,YES,D,D,7,FB-Y-94,27,FB-X-180,25,NA,Yes,24.4,2,color change,,,x,,,,,8,3,5,no,0,0,0
152,152,1,7,7,23,23,D,26,25.6,erratic swimming,2014-10-05,2014-10-08,YES,D,D,7,FB-Y-94,27,FB-X-180,25,NA,Yes,26,2,erratic swimming,,,,,,x,,6,3,3,no,0,0,0
153,153,1,7,7,23,23,D,24.1,22.2,erratic swimming,2014-10-06,2014-10-07,YES,D,D,7,FB-Y-94,27,FB-X-180,25,NA,Yes,24.1,1,erratic swimming,,,,,,x,,5,4,1,no,0,0,0
154,154,1,7,7,23,23,D,25.5,23.4,NA,NA,2014-10-08,YES,D,D,7,FB-Y-94,27,FB-X-180,25,NA,Yes,25.5,2,NA,,,,,,,,6,NA,NA,no,no,no,no
155,155,1,7,7,23,23,D,25.2,24.2,erratic swimming,2014-10-06,2014-10-06,YES,D,D,7,FB-Y-94,27,FB-X-180,25,NA,Yes,25.2,2,erratic swimming,,,,,,x,,4,4,0,no,0,0,0
156,156,1,7,7,30,30,R,26.8,34.7,wound in the fin labeled,2014-11-03,2014-12-14,YES,R,23,7,FB-Y-1,12,FB-X-183,26,Female,Yes,26.8,2,wound in the fin labeled,,,,,,,x,73,32,41,no,0,0,0
157,157,1,7,7,30,30,R,22.2,31.1,NA,NA,2014-11-04,YES,R,23,7,FB-Y-1,12,FB-X-183,26,Male,Yes,22.2,1,NA,,,,,,,,33,NA,NA,no,0,no,no
158,158,1,7,7,30,30,R,14.5,12,hemorragic anus+ ascite,2014-10-30,2014-10-02,YES,R,23,7,FB-Y-1,12,FB-X-183,26,Female,Yes,14.5,1,hemorragic anus+ ascite,x,,,x,,,,0,28,-28,yes,no,no,no
159,159,1,7,7,30,30,R,13.9,16,NA,NA,2014-10-30,YES,R,23,7,FB-Y-1,12,FB-X-183,26,Female,Yes,13.9,1,NA,,,,,,,,28,NA,NA,no,0,no,no
160,160,1,7,7,30,30,R,16.2,18.8,exophthalmia,2014-10-23,2014-11-05,YES,R,23,7,FB-Y-1,12,FB-X-183,26,Female,Yes,16.2,1,exophthalmia,,,,,,x,,34,21,13,no,0,0,0
161,161,1,7,7,12,12,R,36,66.3,belly up,2014-12-01,2015-01-14,Slaughtered,R,23,7,FB-Y-152,4,FB-X-329,1,Female,Yes,36,4,belly up,,x,,,,,,104,60,44,no,1,0,1
162,162,1,7,7,12,12,R,44.2,56.3,exophthalmia,2014-11-10,2014-11-14,YES,R,23,7,FB-Y-152,4,FB-X-329,1,Female,Yes,44.2,5,exophthalmia,,,,,,x,,43,NA,43,no,0,no,0
163,163,1,7,7,12,12,R,25.5,31.3,NA,NA,2014-12-02,YES,R,23,7,FB-Y-152,4,FB-X-329,1,Female,Yes,25.5,2,NA,,,,,,,,61,NA,NA,no,0,no,no
164,164,1,7,7,12,12,R,33,36,belly up,2014-11-12,2014-11-13,YES,R,23,7,FB-Y-152,4,FB-X-329,1,Female,Yes,33,3,belly up,,x,,,,,,42,41,1,no,0,0,0
165,165,1,7,7,12,12,R,36.3,40.4,wound in the mouth,2014-11-10,2014-11-19,YES,R,23,7,FB-Y-152,4,FB-X-329,1,Female,Yes,36.3,4,wound in the mouth,,,,,,,x,48,39,9,no,0,0,0
166,166,1,7,7,11,11,R,35.9,77.1,caudal fin hemorrhagic,2014-10-23,2015-01-14,Slaughtered,R,23,7,FB-Y-87,22,FB-X-208,15,NA,No,35.9,4,caudal fin hemorrhagic,,,,x,,,,104,21,83,no,1,0,1
167,167,1,7,7,11,11,R,40.4,44.7,wound in the fin labeled,2014-11-05,2014-11-09,YES,R,23,7,FB-Y-87,22,FB-X-208,15,NA,Yes,40.4,5,wound in the fin labeled,,,,,,,x,38,34,4,no,0,0,0
168,168,1,7,7,11,11,R,25.7,24.7,erratic swimming,2014-11-11,2014-11-11,YES,R,23,7,FB-Y-87,22,FB-X-208,15,Male,Yes,25.7,2,erratic swimming,,,,,,x,,40,40,0,no,0,0,0
169,169,1,7,7,11,11,R,29.9,30,color change,2014-10-05,2014-10-15,YES,R,23,7,FB-Y-87,22,FB-X-208,15,Male,Yes,29.9,3,color change,,,x,,,,,13,3,10,no,0,0,0
170,170,1,7,7,11,11,R,45.3,41.1,NA,NA,2014-10-07,YES,R,23,7,FB-Y-87,22,FB-X-208,15,Female,Yes,45.3,5,NA,,,,,,,,5,NA,NA,no,0,no,no
171,171,1,7,7,15,15,R,37.4,35.7,extensive inflammation,2014-10-23,2014-10-23,YES,R,23,7,FB-Y-40,16,FB-X-186,13,Female,Yes,37.4,4,extensive inflammation,,,,,,x,,21,21,0,no,0,0,0
172,172,1,7,7,15,15,R,57.4,77.1,wound in the fin labeled,2014-11-05,2015-01-14,Slaughtered,R,23,7,FB-Y-40,16,FB-X-186,13,Male,Yes,57.4,6,wound in the fin labeled,,,,,,,x,104,34,70,no,1,0,1
173,173,1,7,7,15,15,R,49.2,58.7,exophthalmia,2014-11-19,2014-11-23,YES,R,23,7,FB-Y-40,16,FB-X-186,13,NA,Yes,49.2,6,exophthalmia,,,,,,x,,52,48,4,no,0,0,0
174,174,1,7,7,15,15,R,34.6,36.8,wound in caudal fin,2014-10-19,2014-10-23,YES cerebro,R,23,7,FB-Y-40,16,FB-X-186,13,NA,Yes,34.6,4,wound in caudal fin,,,,,,,x,21,17,4,no,0,0,0
175,175,1,7,7,15,15,R,32.8,77.1,NA,NA,2015-01-14,Slaughtered,R,23,7,FB-Y-40,16,FB-X-186,13,Male,Yes,32.8,3,NA,,,,,,,,104,104,NA,no,1,1,no
176,176,1,8,8,23,23,D,39.4,36.6,erratic swimming,2014-10-06,2014-10-06,YES,D,D,8,FB-Y-94,27,FB-X-180,25,NA,Yes,39.4,5,erratic swimming,,,,,,x,,4,4,0,no,0,0,0
177,177,1,8,8,23,23,D,32.6,30.5,NA,NA,2014-10-07,YES,D,D,8,FB-Y-94,27,FB-X-180,25,NA,Yes,32.6,3,NA,,,,,,,,5,NA,NA,no,no,no,no
178,178,1,8,8,23,23,D,32.5,31.7,color change,2014-10-05,2014-10-08,YES,D,D,8,FB-Y-94,27,FB-X-180,25,NA,Yes,32.5,3,color change,,,x,,,,,6,3,3,no,0,0,0
179,179,1,8,8,23,23,D,31.5,29.9,color change,2014-10-05,2014-10-06,YES,D,D,8,FB-Y-94,27,FB-X-180,25,NA,Yes,31.5,3,color change,,,x,,,,,4,3,1,no,0,0,0
180,180,1,8,8,23,23,D,18.2,18,color change,2014-10-05,2014-10-07,YES,D,D,8,FB-Y-94,27,FB-X-180,25,NA,Yes,18.2,1,color change,,,x,,,,,5,3,2,no,0,0,0
181,181,1,8,8,7,7,R,52.9,52.1,exophtalmia,2014-11-12,2014-12-12,YES,R,23,8,FB-Y-162,7,FB-X-353,8,Female,Yes,52.9,6,exophtalmia,,,,,,x,,71,41,30,no,0,0,0
182,182,1,8,8,7,7,R,53.8,57.1,color change,2014-10-23,2014-11-03,YES,R,23,8,FB-Y-162,7,FB-X-353,8,Male,Yes,53.8,6,color change,,,x,,,,,32,21,11,no,0,0,0
183,183,1,8,8,7,7,R,43.1,83,color change,2014-12-26,2015-01-03,YES,R,23,8,FB-Y-162,7,FB-X-353,8,Male,Yes,43.1,5,color change,,,x,,,,,93,85,8,no,0,0,0
184,184,1,8,8,7,7,R,41,65.3,NA,NA,2015-01-14,Slaughtered,R,23,8,FB-Y-162,7,FB-X-353,8,Female,Yes,41,5,NA,,,,,,,,104,104,NA,no,1,1,no
185,185,1,8,8,7,7,R,38.3,28.8,color change,2014-11-17,2014-11-18,YES,R,23,8,FB-Y-162,7,FB-X-353,8,NA,Yes,38.3,4,color change,,,x,,,,,47,46,1,no,0,0,0
186,186,1,8,8,39,39,R,31.5,60.3,color change,2015-01-05,2015-01-14,Slaughtered,R,23,8,FB-Y-40,16,FB-X-230,21,Female,Yes,31.5,3,color change,,,x,,,,,104,95,9,no,1,0,1
187,187,1,8,8,39,39,R,31.6,57.4,color change,2015-01-03,2015-01-14,Slaughtered,R,23,8,FB-Y-40,16,FB-X-230,21,Female,Yes,31.6,3,color change,,,x,,,,,104,93,11,no,1,0,1
188,188,1,8,8,39,39,R,32.9,36.8,exophtalmia,2014-11-06,2014-11-23,YES,R,23,8,FB-Y-40,16,FB-X-230,21,Male,Yes,32.9,3,exophtalmia,,,,,,x,,52,35,17,no,0,0,0
189,189,1,8,8,39,39,R,31.2,57.2,NA,NA,2015-01-14,Slaughtered,R,23,8,FB-Y-40,16,FB-X-230,21,Male,Yes,31.2,3,NA,,,,,,,,104,104,NA,no,1,1,no
190,190,1,8,8,39,39,R,27,28.4,exophtalmia,2014-12-30,2015-01-14,Slaughtered,R,23,8,FB-Y-40,16,FB-X-230,21,Female,Yes,27,2,exophtalmia,,,,,,x,,104,89,15,no,1,0,1
191,191,1,8,8,28,28,R,18.2,21.3,exophthalmia,2014-11-19,2014-11-21,YES,R,23,8,FB-Y-89,24,FB-X-334,5,Male,Yes,18.2,1,exophthalmia,,,,,,x,,50,48,2,no,0,0,0
192,192,1,8,8,28,28,R,21,17.8,color change,2014-11-14,2014-11-18,YES,R,23,8,FB-Y-89,24,FB-X-334,5,Female,Yes,21,1,color change,,,x,,,,,47,43,4,no,0,0,0
193,193,1,8,8,28,28,R,14.8,44.6,NA,NA,2015-01-14,Slaughtered,R,23,8,FB-Y-89,24,FB-X-334,5,Female,Yes,14.8,1,NA,,,,,,,,104,104,NA,no,1,1,no
194,194,1,8,8,28,28,R,23,29.1,NA,NA,2014-12-10,YES,R,23,8,FB-Y-89,24,FB-X-334,5,Female,Yes,23,1,NA,,,,,,,,69,NA,NA,no,0,no,no
195,195,1,8,8,28,28,R,15.5,49.1,NA,NA,2015-01-14,Slaughtered,R,23,8,FB-Y-89,24,FB-X-334,5,Male,Yes,15.5,1,NA,,,,,,,,104,104,NA,no,1,1,no
196,196,1,8,8,22,22,R,38.1,25.3,NA,NA,2015-01-14,Slaughtered,R,23,8,FB-Y-146,2,FB-X-356,10,Female,Yes,38.1,4,NA,,,,,,,,104,104,NA,no,1,1,no
197,197,1,8,8,22,22,R,32.7,52.9,NA,NA,2015-01-07,died with no infection,R,23,8,FB-Y-146,2,FB-X-356,10,Female,Yes,32.7,3,NA,,,,,,,,,NA,NA,yes,no,no,no
198,198,1,8,8,22,22,R,26.6,30.1,color change,2014-11-26,2014-12-03,YES,R,23,8,FB-Y-146,2,FB-X-356,10,Male,Yes,26.6,2,color change,,,x,,,,,62,55,7,no,0,0,0
199,199,1,8,8,22,22,R,25.6,65.1,NA,NA,2015-01-14,Slaughtered,R,23,8,FB-Y-146,2,FB-X-356,10,Male,Yes,25.6,2,NA,,,,,,,,104,104,NA,no,1,1,no
200,200,1,8,8,22,22,R,22.1,80.2,NA,NA,2015-01-14,Slaughtered,R,23,8,FB-Y-146,2,FB-X-356,10,Female,Yes,22.1,1,NA,,,,,,,,104,104,NA,no,1,1,no
201,201,1,9,9,23,23,D,28.9,27.1,NA,NA,2014-10-07,YES,D,D,9,FB-Y-94,27,FB-X-180,25,NA,Yes,28.9,3,NA,,,,,,,,5,NA,NA,no,no,no,no
202,202,1,9,9,23,23,D,31.4,29.3,color change,2014-10-05,2014-10-07,YES,D,D,9,FB-Y-94,27,FB-X-180,25,NA,Yes,31.4,3,color change,,,x,,,,,5,3,2,no,0,0,0
203,203,1,9,9,23,23,D,22.5,21.2,erratic swimming,2014-10-06,2014-10-06,YES,D,D,9,FB-Y-94,27,FB-X-180,25,NA,Yes,22.5,1,erratic swimming,,,,,,x,,4,4,0,no,0,0,0
204,204,1,9,9,23,23,D,33.1,32.7,color change,2014-10-05,2014-10-07,YES,D,D,9,FB-Y-94,27,FB-X-180,25,NA,Yes,33.1,3,color change,,,x,,,,,5,3,2,no,0,0,0
205,205,1,9,9,23,23,D,26.8,24.7,exopthalmia,2014-10-05,2014-10-07,YES,D,D,9,FB-Y-94,27,FB-X-180,25,NA,Yes,26.8,2,exopthalmia,,,,,,x,,5,3,2,no,0,0,0
206,206,1,9,9,13,13,R,23.1,28.4,color change,2014-11-22,2014-12-05,YES,R,23,9,FB-Y-85,21,FB-X-5,23,Male,Yes,23.1,1,color change,,,x,,,,,64,51,13,no,0,0,0
207,207,1,9,9,13,13,R,41.3,46.9,exophthalmia,2014-11-26,2014-12-10,YES,R,23,9,FB-Y-85,21,FB-X-5,23,Female,Yes,41.3,5,exophthalmia,,,,,,x,,69,55,14,no,0,0,0
208,208,1,9,9,13,13,R,32,36.5,NA,NA,2014-12-06,YES,R,23,9,FB-Y-85,21,FB-X-5,23,NA,Yes,32,3,NA,,,,,,,,65,NA,NA,no,0,no,no
209,209,1,9,9,13,13,R,29.6,85.9,wound in the fin labeled,2014-10-23,2015-01-14,Slaughtered,R,23,9,FB-Y-85,21,FB-X-5,23,Male,Yes,29.6,3,wound in the fin labeled,,,,,,,x,104,21,83,no,1,0,1
210,210,1,9,9,13,13,R,41.4,35.7,wound in the fin labeled,2014-11-03,2014-11-06,YES,R,23,9,FB-Y-85,21,FB-X-5,23,Female,Yes,41.4,5,wound in the fin labeled,,,,,,,x,35,32,3,no,0,0,0
211,211,1,9,9,14,14,R,41.1,58,NA,NA,2014-11-15,YES,R,23,9,FB-Y-1,12,FB-X-168,18,Male,Yes,41.1,5,NA,,,,,,,,44,NA,NA,no,0,no,no
212,212,1,9,9,14,19,R,23.2,36.1,color change,2014-11-23,2014-12-01,YES,R,23,9,FB-Y-152,4,FB-X-350,7,Male,Yes,23.2,1,color change,,,x,,,,,60,52,8,no,0,0,0
213,213,1,9,9,14,14,R,35.7,26.2,exophthalmia,2014-12-01,2014-12-08,YES,R,23,9,FB-Y-1,12,FB-X-168,18,Female,Yes,35.7,4,exophthalmia,,,,,,x,,67,60,7,no,0,0,0
214,214,1,9,9,14,19,R,21.2,42,NA,NA,2014-11-16,YES,R,23,9,FB-Y-152,4,FB-X-350,7,NA,Yes,21.2,1,NA,,,,,,,,45,NA,NA,no,0,no,no
215,215,1,9,9,14,14,R,24.5,24.5,color change,2014-11-05,2014-12-01,YES,R,23,9,FB-Y-1,12,FB-X-168,18,Female,Yes,24.5,2,color change,,,x,,,,,60,34,26,no,0,0,0
216,216,1,9,9,16,16,R,28.2,28.6,wound in the fin labeled,2014-11-10,2014-11-25,YES,R,23,9,FB-Y-145,1,FB-X-330,2,NA,Yes,28.2,2,wound in the fin labeled,,,,,,,x,54,39,15,no,0,0,0
217,217,1,9,9,16,16,R,39.4,52.3,exophthalmia,2014-11-26,2014-12-04,YES,R,23,9,FB-Y-145,1,FB-X-330,2,Female,Yes,39.4,5,exophthalmia,,,,,,x,,63,55,8,no,0,0,0
218,218,1,9,9,16,16,R,33.7,36.1,wound in the fin labeled,2014-11-03,2014-12-09,YES,R,23,9,FB-Y-145,1,FB-X-330,2,Female,Yes,33.7,4,wound in the fin labeled,,,,,,,x,68,32,36,no,0,0,0
219,219,1,9,9,16,16,R,18.1,23.4,color change,2014-12-01,2014-12-09,YES,R,23,9,FB-Y-145,1,FB-X-330,2,Female,Yes,18.1,1,color change,,,x,,,,,68,60,8,no,0,0,0
220,220,1,9,9,16,16,R,32.9,37.6,haemorrhage in pectoral fin,2014-11-19,2014-12-12,YES,R,23,9,FB-Y-145,1,FB-X-330,2,Male,Yes,32.9,3,haemorrhage in pectoral fin,,,,x,,,,71,48,23,no,0,0,0
221,221,1,9,9,19,,R,28.2,37.4,NA,NA,2014-12-01,YES,R,23,9,FB-Y-,,FB-X-,,Female,Yes,28.2,2,NA,,,,,,,,60,NA,NA,yes (surv),no,no,no
222,222,1,9,9,19,19,R,15.4,22.5,color change,2014-11-23,2014-12-04,YES,R,23,9,FB-Y-152,4,FB-X-350,7,Male,Yes,15.4,1,color change,,,x,,,,,63,52,11,no,0,0,0
223,223,1,9,9,19,14,R,29.3,42.4,wound in the fin labeled,2014-11-19,2014-11-22,YES,R,23,9,FB-Y-1,12,FB-X-168,18,Female,Yes,29.3,3,wound in the fin labeled,,,,,,,x,51,48,3,no,0,0,0
224,224,1,9,9,19,19,R,32.4,33.6,wound in the fin labeled,2014-11-10,2015-01-14,Slaughtered,R,23,9,FB-Y-152,4,FB-X-350,7,Male,Yes,32.4,3,wound in the fin labeled,,,,,,,x,104,39,65,no,1,0,1
225,225,1,9,9,19,19,R,22.1,23.9,NA,NA,2014-11-26,YES,R,23,9,FB-Y-152,4,FB-X-350,7,Female,Yes,22.1,1,NA,,,,,,,,55,NA,NA,no,0,no,no
226,226,1,10,10,24,24,D,34.7,34,color change,2014-10-05,2014-10-08,YES,D,D,1,FB-Y-154,9,FB-X-329,1,NA,Yes,34.7,4,color change,,,x,,,,,6,3,3,no,0,0,0
227,227,1,10,10,24,24,D,35.7,35.7,color change,2014-10-05,2014-10-08,YES,D,D,1,FB-Y-154,9,FB-X-329,1,NA,Yes,35.7,4,color change,,,x,,,,,6,3,3,no,0,0,0
228,228,1,10,10,24,24,D,38.2,34.7,color change,2014-10-05,2014-10-08,YES,D,D,1,FB-Y-154,9,FB-X-329,1,NA,Yes,38.2,4,color change,,,x,,,,,6,3,3,no,0,0,0
229,229,1,10,10,24,24,D,34.7,30.5,belly up,2014-10-05,2014-10-02,no,D,D,1,FB-Y-154,9,FB-X-329,1,NA,Yes,34.7,4,belly up,,x,,,,,,NA,NA,NA,yes,no,no,no
230,230,1,10,10,24,24,D,42.6,41.9,NA,NA,2014-10-09,YES,D,D,1,FB-Y-154,9,FB-X-329,1,NA,Yes,42.6,5,NA,,,,,,,,7,NA,NA,no,no,no,no
231,231,1,10,10,16,16,R,38.4,83,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-145,1,FB-X-330,2,Male,Yes,38.4,4,NA,,,,,,,,104,104,NA,no,1,1,no
232,232,1,10,10,16,16,R,18.5,13.2,Ascite,2014-11-27,2014-11-28,YES,R,24,1,FB-Y-145,1,FB-X-330,2,Male,Yes,18.5,1,Ascite,x,,,,,,,57,56,1,no,0,0,0
233,233,1,10,10,16,16,R,30.1,34,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-145,1,FB-X-330,2,Female,Yes,30.1,3,NA,,,,,,,,104,104,NA,no,1,1,no
234,234,1,10,10,16,16,R,39.8,75.4,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-145,1,FB-X-330,2,Female,Yes,39.8,5,NA,,,,,,,,104,104,NA,no,1,1,no
235,235,1,10,10,16,16,R,28.5,47.8,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-145,1,FB-X-330,2,Male,Yes,28.5,2,NA,,,,,,,,104,104,NA,no,1,1,no
236,236,1,10,10,10,10,R,46.3,74.5,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-89,24,FB-X-168,18,Male,Yes,46.3,5,NA,,,,,,,,104,104,NA,no,1,1,no
237,237,1,10,10,10,10,R,59.8,104,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-89,24,FB-X-168,18,Female,Yes,59.8,6,NA,,,,,,,,104,104,NA,no,1,1,no
238,238,1,10,10,10,10,R,63,103,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-89,24,FB-X-168,18,Female,Yes,63,6,NA,,,,,,,,104,104,NA,no,1,1,no
239,239,1,10,10,10,10,R,37.6,68.6,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-89,24,FB-X-168,18,Female,Yes,37.6,4,NA,,,,,,,,104,104,NA,no,1,1,no
240,240,1,10,10,10,10,R,42,69.7,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-89,24,FB-X-168,18,Male,Yes,42,5,NA,,,,,,,,104,104,NA,no,1,1,no
241,241,1,10,10,12,12,R,32,49.2,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-152,4,FB-X-329,1,Female,Yes,32,3,NA,,,,,,,,104,104,NA,no,1,1,no
242,242,1,10,10,12,12,R,35.2,56.3,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-152,4,FB-X-329,1,NA,Yes,35.2,4,NA,,,,,,,,104,104,NA,no,1,1,no
243,243,1,10,10,12,12,R,36.2,57.4,NA,NA,2015-01-14,Slaughtered,R,24,1,FB-Y-152,4,FB-X-329,1,Female,Yes,36.2,4,NA,,,,,,,,104,104,NA,no,1,1,no
